FLOWDATE,FLOWHOUR,Predicted_SBIL_MWH,Run_Timestamp,MACRO_INDEX
20241218,11,401.1919860839844,2024-12-18 10:43:49.795680,MACROSUD
20241218,12,375.3349914550781,2024-12-18 10:43:49.795680,MACROSUD
20241218,13,134.44400024414062,2024-12-18 10:43:49.795680,MACROSUD
20241218,14,-128.4409942626953,2024-12-18 10:43:49.795680,MACROSUD
20241218,12,522.8610229492188,2024-12-18 11:42:01.350787,MACRONORD
20241218,13,642.4710083007812,2024-12-18 11:42:01.350787,MACRONORD
20241218,14,299.69500732421875,2024-12-18 11:42:01.350787,MACRONORD
20241218,15,-81.63200378417969,2024-12-18 11:42:01.350787,MACRONORD
20241218,12,290.4429931640625,2024-12-18 11:43:49.361233,MACROSUD
20241218,13,289.37701416015625,2024-12-18 11:43:49.361233,MACROSUD
20241218,14,191.20899963378903,2024-12-18 11:43:49.361233,MACROSUD
20241218,15,26.042999267578125,2024-12-18 11:43:49.361233,MACROSUD
20241218,13,520.3280029296875,2024-12-18 12:42:03.373822,MACRONORD
20241218,14,635.0159912109375,2024-12-18 12:42:03.373822,MACRONORD
20241218,15,393.1929931640625,2024-12-18 12:42:03.373822,MACRONORD
20241218,16,120.46199798583984,2024-12-18 12:42:03.373822,MACRONORD
20241218,13,-251.38999938964844,2024-12-18 12:43:59.862571,MACROSUD
20241218,14,287.0989990234375,2024-12-18 12:43:59.862571,MACROSUD
20241218,15,-22.2810001373291,2024-12-18 12:43:59.862571,MACROSUD
20241218,16,12.96399974822998,2024-12-18 12:43:59.862571,MACROSUD
20241218,14,788.3599853515625,2024-12-18 13:42:04.848279,MACRONORD
20241218,15,683.3460083007812,2024-12-18 13:42:04.848279,MACRONORD
20241218,16,395.51800537109375,2024-12-18 13:42:04.848279,MACRONORD
20241218,17,-298.2879943847656,2024-12-18 13:42:04.848279,MACRONORD
20241218,14,-281.03399658203125,2024-12-18 13:43:53.612234,MACROSUD
20241218,15,-5.834000110626221,2024-12-18 13:43:53.612234,MACROSUD
20241218,16,-172.06700134277344,2024-12-18 13:43:53.612234,MACROSUD
20241218,17,37.11399841308594,2024-12-18 13:43:53.612234,MACROSUD
