ORAINI,DAY_AHEAD_TOTAL_LOAD_MW_MSUD,ACTUAL_TOTAL_LOAD_MW_MSUD,DAY_AHEAD_TOTAL_LOAD_MW_NORD,ACTUAL_TOTAL_LOAD_MW_NORD
2019-01-01 00:00:00,11956.0,12133.0,11110.0,11511.0
2019-01-01 01:00:00,11484.0,11811.0,10675.0,11039.0
2019-01-01 02:00:00,10855.0,11170.0,10080.0,10430.0
2019-01-01 03:00:00,10134.0,10444.0,9793.0,9811.0
2019-01-01 04:00:00,9817.0,9985.0,9485.0,9474.0
2019-01-01 05:00:00,9723.0,9841.0,9730.0,9662.0
2019-01-01 06:00:00,10010.0,10075.0,10318.0,10305.0
2019-01-01 07:00:00,10098.0,10110.0,10869.0,10723.0
2019-01-01 08:00:00,10367.0,10640.0,10664.0,10559.0
2019-01-01 09:00:00,11227.0,11502.0,11067.0,10839.0
2019-01-01 10:00:00,12400.0,12297.0,11484.0,11398.0
2019-01-01 11:00:00,13178.0,12596.0,12005.0,11951.0
2019-01-01 12:00:00,13471.0,13192.0,12078.0,11980.0
2019-01-01 13:00:00,12699.0,12661.0,11589.0,11309.0
2019-01-01 14:00:00,12029.0,11719.0,11573.0,11369.0
2019-01-01 15:00:00,12120.0,11890.0,11969.0,11667.0
2019-01-01 16:00:00,12808.0,12461.0,12508.0,12514.0
2019-01-01 17:00:00,14181.0,13996.0,14024.0,14523.0
2019-01-01 18:00:00,14864.0,14550.0,15038.0,15198.0
2019-01-01 19:00:00,15276.0,14968.0,15375.0,15498.0
2019-01-01 20:00:00,15559.0,15014.0,14933.0,14860.0
2019-01-01 21:00:00,14913.0,14512.0,14198.0,14056.0
2019-01-01 22:00:00,13929.0,13630.0,13045.0,12931.0
2019-01-01 23:00:00,12622.0,12208.0,11640.0,11696.0
2019-01-02 00:00:00,10780.0,10771.0,10857.0,10878.0
2019-01-02 01:00:00,9866.0,9854.0,9929.0,10223.0
2019-01-02 02:00:00,9342.0,9363.0,9567.0,9937.0
2019-01-02 03:00:00,9125.0,9180.0,9481.0,9762.0
2019-01-02 04:00:00,9152.0,9264.0,9682.0,10022.0
2019-01-02 05:00:00,9639.0,9909.0,10506.0,11084.0
2019-01-02 06:00:00,11169.0,11422.0,12894.0,13411.0
2019-01-02 07:00:00,13177.0,13373.0,15800.0,16070.0
2019-01-02 08:00:00,15462.0,15262.0,18504.0,18201.0
2019-01-02 09:00:00,17395.0,16880.0,20134.0,19011.0
2019-01-02 10:00:00,17659.0,17155.0,20441.0,18901.0
2019-01-02 11:00:00,17742.0,17270.0,19975.0,18853.0
2019-01-02 12:00:00,17364.0,17563.0,17780.0,18303.0
2019-01-02 13:00:00,16502.0,17104.0,17519.0,17933.0
2019-01-02 14:00:00,16659.0,17187.0,18433.0,18076.0
2019-01-02 15:00:00,17233.0,17145.0,18899.0,18545.0
2019-01-02 16:00:00,17970.0,17914.0,20768.0,19285.0
2019-01-02 17:00:00,19556.0,19413.0,21934.0,20768.0
2019-01-02 18:00:00,19617.0,19492.0,21416.0,20768.0
2019-01-02 19:00:00,19586.0,19396.0,20826.0,20235.0
2019-01-02 20:00:00,18626.0,18480.0,19033.0,18712.0
2019-01-02 21:00:00,17273.0,16995.0,17315.0,17296.0
2019-01-02 22:00:00,15533.0,15359.0,15525.0,15558.0
2019-01-02 23:00:00,13714.0,13544.0,13823.0,13948.0
2019-01-03 00:00:00,12207.0,12107.0,12778.0,12505.0
2019-01-03 01:00:00,11171.0,10991.0,11819.0,11674.0
2019-01-03 02:00:00,10551.0,10343.0,11309.0,11301.0
2019-01-03 03:00:00,10230.0,10089.0,11032.0,11241.0
2019-01-03 04:00:00,10109.0,10239.0,11109.0,11454.0
2019-01-03 05:00:00,10561.0,10780.0,11944.0,12283.0
2019-01-03 06:00:00,11881.0,12483.0,14003.0,14548.0
2019-01-03 07:00:00,14001.0,14323.0,16624.0,17347.0
2019-01-03 08:00:00,16116.0,16544.0,18889.0,19415.0
2019-01-03 09:00:00,17879.0,18183.0,19578.0,20193.0
2019-01-03 10:00:00,18161.0,18515.0,19295.0,20173.0
2019-01-03 11:00:00,17890.0,18203.0,19229.0,20007.0
2019-01-03 12:00:00,18035.0,18074.0,18991.0,18969.0
2019-01-03 13:00:00,17617.0,17820.0,18339.0,18665.0
2019-01-03 14:00:00,17062.0,18042.0,18120.0,18965.0
2019-01-03 15:00:00,17135.0,18125.0,18666.0,19287.0
2019-01-03 16:00:00,17326.0,18884.0,19336.0,20066.0
2019-01-03 17:00:00,19084.0,20482.0,21415.0,21448.0
2019-01-03 18:00:00,19709.0,20537.0,21969.0,21510.0
2019-01-03 19:00:00,19793.0,20370.0,21615.0,21017.0
2019-01-03 20:00:00,18906.0,19306.0,19731.0,19475.0
2019-01-03 21:00:00,17504.0,17945.0,18214.0,17855.0
2019-01-03 22:00:00,16078.0,16092.0,16465.0,16087.0
2019-01-03 23:00:00,14156.0,14168.0,14740.0,14593.0
2019-01-04 00:00:00,13005.0,12565.0,13434.0,13339.0
2019-01-04 01:00:00,11750.0,11477.0,12523.0,12653.0
2019-01-04 02:00:00,11002.0,10924.0,12053.0,12275.0
2019-01-04 03:00:00,10765.0,10666.0,12024.0,12006.0
2019-01-04 04:00:00,10909.0,10742.0,12185.0,12125.0
2019-01-04 05:00:00,11365.0,11360.0,12877.0,13047.0
2019-01-04 06:00:00,12845.0,12894.0,14922.0,14933.0
2019-01-04 07:00:00,14609.0,14798.0,17890.0,17907.0
2019-01-04 08:00:00,16761.0,17448.0,20084.0,19948.0
2019-01-04 09:00:00,18547.0,19422.0,21084.0,20785.0
2019-01-04 10:00:00,19056.0,19924.0,20974.0,20875.0
2019-01-04 11:00:00,18785.0,20139.0,20710.0,20863.0
2019-01-04 12:00:00,18574.0,19490.0,19524.0,19772.0
2019-01-04 13:00:00,18441.0,18529.0,18896.0,19273.0
2019-01-04 14:00:00,18482.0,18605.0,19495.0,19398.0
2019-01-04 15:00:00,18812.0,18690.0,19967.0,19596.0
2019-01-04 16:00:00,19432.0,19149.0,20621.0,20562.0
2019-01-04 17:00:00,20846.0,20663.0,21927.0,22043.0
2019-01-04 18:00:00,21283.0,20769.0,22214.0,21993.0
2019-01-04 19:00:00,21177.0,20700.0,21739.0,21284.0
2019-01-04 20:00:00,20450.0,19552.0,20078.0,19815.0
2019-01-04 21:00:00,18872.0,18084.0,18638.0,18169.0
2019-01-04 22:00:00,17260.0,16388.0,16900.0,16437.0
2019-01-04 23:00:00,15326.0,14570.0,15055.0,15061.0
2019-01-05 00:00:00,12834.0,12743.0,13746.0,13312.0
2019-01-05 01:00:00,11750.0,11715.0,12935.0,12422.0
2019-01-05 02:00:00,11100.0,10968.0,12388.0,11849.0
2019-01-05 03:00:00,10736.0,10833.0,11955.0,11800.0
2019-01-05 04:00:00,10645.0,10821.0,11825.0,11779.0
2019-01-05 05:00:00,10964.0,11137.0,12167.0,12306.0
2019-01-05 06:00:00,11833.0,12177.0,13099.0,13445.0
2019-01-05 07:00:00,13227.0,13392.0,15058.0,15142.0
2019-01-05 08:00:00,15034.0,15174.0,16256.0,16136.0
2019-01-05 09:00:00,16854.0,16749.0,17388.0,17251.0
2019-01-05 10:00:00,17597.0,17755.0,17501.0,17112.0
2019-01-05 11:00:00,17595.0,17401.0,17319.0,16740.0
2019-01-05 12:00:00,16802.0,16914.0,16494.0,15904.0
2019-01-05 13:00:00,16051.0,16247.0,15659.0,15083.0
2019-01-05 14:00:00,16587.0,16011.0,15309.0,14884.0
2019-01-05 15:00:00,17061.0,16096.0,15458.0,15305.0
2019-01-05 16:00:00,17605.0,16678.0,16355.0,16032.0
2019-01-05 17:00:00,18976.0,18377.0,18589.0,18063.0
2019-01-05 18:00:00,19629.0,18796.0,19702.0,18782.0
2019-01-05 19:00:00,19652.0,18881.0,19750.0,18637.0
2019-01-05 20:00:00,18723.0,18033.0,18463.0,17411.0
2019-01-05 21:00:00,17307.0,16777.0,17003.0,16137.0
2019-01-05 22:00:00,16055.0,15338.0,15758.0,14745.0
2019-01-05 23:00:00,14640.0,13870.0,14700.0,13373.0
2019-01-06 00:00:00,12984.0,12157.0,12491.0,12454.0
2019-01-06 01:00:00,11839.0,11114.0,11604.0,11671.0
2019-01-06 02:00:00,10963.0,10511.0,10922.0,11212.0
2019-01-06 03:00:00,10568.0,10161.0,10657.0,10969.0
2019-01-06 04:00:00,10409.0,10048.0,10519.0,10981.0
2019-01-06 05:00:00,10426.0,10152.0,10814.0,11314.0
2019-01-06 06:00:00,10814.0,10712.0,11224.0,12043.0
2019-01-06 07:00:00,10994.0,11229.0,11795.0,13011.0
2019-01-06 08:00:00,12066.0,12756.0,11949.0,13502.0
2019-01-06 09:00:00,13811.0,14587.0,12970.0,14283.0
2019-01-06 10:00:00,15165.0,15264.0,13495.0,14740.0
2019-01-06 11:00:00,15711.0,15169.0,13678.0,15218.0
2019-01-06 12:00:00,15606.0,15393.0,13348.0,14793.0
2019-01-06 13:00:00,14844.0,14021.0,12585.0,13865.0
2019-01-06 14:00:00,14107.0,13446.0,12504.0,13667.0
2019-01-06 15:00:00,14227.0,13846.0,12496.0,13868.0
2019-01-06 16:00:00,14345.0,14442.0,13613.0,14776.0
2019-01-06 17:00:00,16115.0,16168.0,15785.0,16898.0
2019-01-06 18:00:00,17002.0,16722.0,17322.0,17736.0
2019-01-06 19:00:00,17180.0,17107.0,17516.0,17933.0
2019-01-06 20:00:00,16913.0,16960.0,16940.0,17123.0
2019-01-06 21:00:00,16110.0,16199.0,15715.0,16152.0
2019-01-06 22:00:00,15154.0,14960.0,14697.0,14785.0
2019-01-06 23:00:00,13849.0,13405.0,13540.0,13422.0
2019-01-07 00:00:00,12257.0,11665.0,13044.0,12144.0
2019-01-07 01:00:00,11049.0,10652.0,12171.0,11358.0
2019-01-07 02:00:00,10551.0,10273.0,11833.0,11293.0
2019-01-07 03:00:00,10334.0,10187.0,11767.0,11265.0
2019-01-07 04:00:00,10356.0,10366.0,11903.0,11559.0
2019-01-07 05:00:00,10828.0,11171.0,12973.0,13038.0
2019-01-07 06:00:00,12840.0,13602.0,16680.0,17093.0
2019-01-07 07:00:00,15555.0,16495.0,22009.0,21561.0
2019-01-07 08:00:00,17950.0,18521.0,26069.0,24553.0
2019-01-07 09:00:00,19434.0,19883.0,27390.0,25567.0
2019-01-07 10:00:00,19577.0,19889.0,26917.0,25295.0
2019-01-07 11:00:00,19865.0,19338.0,26147.0,25292.0
2019-01-07 12:00:00,19101.0,18948.0,24336.0,23661.0
2019-01-07 13:00:00,17972.0,18394.0,22978.0,23854.0
2019-01-07 14:00:00,18177.0,18907.0,24347.0,24594.0
2019-01-07 15:00:00,19128.0,19311.0,25326.0,25025.0
2019-01-07 16:00:00,19932.0,19871.0,27156.0,25685.0
2019-01-07 17:00:00,20862.0,21136.0,26632.0,26632.0
2019-01-07 18:00:00,21407.0,21085.0,26145.0,25662.0
2019-01-07 19:00:00,21014.0,21101.0,24715.0,24455.0
2019-01-07 20:00:00,19980.0,20085.0,23328.0,22874.0
2019-01-07 21:00:00,18330.0,18773.0,21167.0,21151.0
2019-01-07 22:00:00,16739.0,16901.0,19591.0,18770.0
2019-01-07 23:00:00,14947.0,14646.0,18161.0,16916.0
2019-01-08 00:00:00,12802.0,12989.0,15719.0,15735.0
2019-01-08 01:00:00,11738.0,11990.0,14804.0,14854.0
2019-01-08 02:00:00,11277.0,11463.0,14546.0,14454.0
2019-01-08 03:00:00,11127.0,11358.0,14432.0,14387.0
2019-01-08 04:00:00,11345.0,11377.0,14542.0,14600.0
2019-01-08 05:00:00,11972.0,12107.0,15702.0,15852.0
2019-01-08 06:00:00,14170.0,14435.0,19196.0,19518.0
2019-01-08 07:00:00,17238.0,17095.0,23608.0,23759.0
2019-01-08 08:00:00,19276.0,19155.0,26666.0,26617.0
2019-01-08 09:00:00,20454.0,20183.0,27269.0,27506.0
2019-01-08 10:00:00,20688.0,20064.0,27112.0,27651.0
2019-01-08 11:00:00,20621.0,20188.0,27143.0,27465.0
2019-01-08 12:00:00,20474.0,19719.0,25142.0,25276.0
2019-01-08 13:00:00,19718.0,19152.0,25344.0,25166.0
2019-01-08 14:00:00,19567.0,19618.0,26425.0,26065.0
2019-01-08 15:00:00,20166.0,20019.0,26642.0,26270.0
2019-01-08 16:00:00,21045.0,20766.0,27055.0,26552.0
2019-01-08 17:00:00,21964.0,21858.0,27765.0,27028.0
2019-01-08 18:00:00,22159.0,21578.0,26576.0,26079.0
2019-01-08 19:00:00,21714.0,21311.0,25147.0,24815.0
2019-01-08 20:00:00,20582.0,20262.0,23454.0,23115.0
2019-01-08 21:00:00,19110.0,18829.0,21909.0,21251.0
2019-01-08 22:00:00,17209.0,16908.0,19293.0,18842.0
2019-01-08 23:00:00,15265.0,14901.0,17287.0,17077.0
2019-01-09 00:00:00,13409.0,12881.0,16291.0,15925.0
2019-01-09 01:00:00,12200.0,11822.0,15310.0,15028.0
2019-01-09 02:00:00,11651.0,11360.0,14922.0,14520.0
2019-01-09 03:00:00,11625.0,11212.0,14742.0,14435.0
2019-01-09 04:00:00,11630.0,11516.0,14895.0,14798.0
2019-01-09 05:00:00,12205.0,12117.0,15915.0,16050.0
2019-01-09 06:00:00,14383.0,14305.0,19549.0,19692.0
2019-01-09 07:00:00,17240.0,17162.0,23978.0,24039.0
2019-01-09 08:00:00,19439.0,19330.0,26790.0,26841.0
2019-01-09 09:00:00,20820.0,20665.0,27612.0,27474.0
2019-01-09 10:00:00,20833.0,20517.0,27533.0,26984.0
2019-01-09 11:00:00,20541.0,20088.0,27419.0,26507.0
2019-01-09 12:00:00,19638.0,19759.0,26164.0,24255.0
2019-01-09 13:00:00,19082.0,19408.0,25635.0,24652.0
2019-01-09 14:00:00,19248.0,19546.0,26450.0,25476.0
2019-01-09 15:00:00,19773.0,19818.0,26896.0,25866.0
2019-01-09 16:00:00,20147.0,20387.0,27457.0,26362.0
2019-01-09 17:00:00,21399.0,21629.0,27890.0,27039.0
2019-01-09 18:00:00,21679.0,21538.0,27302.0,26159.0
2019-01-09 19:00:00,21620.0,21214.0,26150.0,24887.0
2019-01-09 20:00:00,20981.0,20086.0,24409.0,23219.0
2019-01-09 21:00:00,19615.0,18521.0,22495.0,21397.0
2019-01-09 22:00:00,17813.0,16657.0,20158.0,18869.0
2019-01-09 23:00:00,15449.0,14626.0,18142.0,17317.0
2019-01-10 00:00:00,13197.0,12809.0,16064.0,15905.0
2019-01-10 01:00:00,12120.0,11876.0,15086.0,15164.0
2019-01-10 02:00:00,11562.0,11371.0,14443.0,14735.0
2019-01-10 03:00:00,11345.0,11335.0,14469.0,14631.0
2019-01-10 04:00:00,11512.0,11337.0,14829.0,14935.0
2019-01-10 05:00:00,12050.0,11983.0,15915.0,16003.0
2019-01-10 06:00:00,14092.0,14289.0,19193.0,19462.0
2019-01-10 07:00:00,17075.0,17229.0,23784.0,24018.0
2019-01-10 08:00:00,19216.0,19271.0,27227.0,26758.0
2019-01-10 09:00:00,20388.0,20185.0,28310.0,27282.0
2019-01-10 10:00:00,20543.0,20298.0,27808.0,26915.0
2019-01-10 11:00:00,20179.0,20410.0,27213.0,26634.0
2019-01-10 12:00:00,19541.0,19614.0,24530.0,24540.0
2019-01-10 13:00:00,19173.0,19294.0,24345.0,24799.0
2019-01-10 14:00:00,19213.0,19444.0,25283.0,25426.0
2019-01-10 15:00:00,19706.0,19476.0,25565.0,25599.0
2019-01-10 16:00:00,20693.0,20033.0,25931.0,26327.0
2019-01-10 17:00:00,21580.0,21378.0,27025.0,27027.0
2019-01-10 18:00:00,21458.0,21373.0,26324.0,26323.0
2019-01-10 19:00:00,21216.0,21315.0,25218.0,25262.0
2019-01-10 20:00:00,20423.0,20288.0,23504.0,23520.0
2019-01-10 21:00:00,18876.0,18720.0,21838.0,21644.0
2019-01-10 22:00:00,17108.0,16833.0,19379.0,19180.0
2019-01-10 23:00:00,15025.0,14685.0,17325.0,17493.0
2019-01-11 00:00:00,12927.0,12871.0,15964.0,16157.0
2019-01-11 01:00:00,11948.0,11808.0,15320.0,15385.0
2019-01-11 02:00:00,11436.0,11273.0,14922.0,15008.0
2019-01-11 03:00:00,11343.0,11031.0,14759.0,15006.0
2019-01-11 04:00:00,11344.0,11185.0,15011.0,15221.0
2019-01-11 05:00:00,11808.0,11997.0,16037.0,16433.0
2019-01-11 06:00:00,14022.0,14104.0,18804.0,19953.0
2019-01-11 07:00:00,16537.0,17027.0,23371.0,24067.0
2019-01-11 08:00:00,18939.0,19186.0,26606.0,26757.0
2019-01-11 09:00:00,20189.0,20524.0,27635.0,27492.0
2019-01-11 10:00:00,20440.0,20749.0,27332.0,26916.0
2019-01-11 11:00:00,20504.0,20339.0,27190.0,26427.0
2019-01-11 12:00:00,20029.0,19387.0,24512.0,24521.0
2019-01-11 13:00:00,19603.0,18828.0,23858.0,24170.0
2019-01-11 14:00:00,19660.0,19119.0,24475.0,25035.0
2019-01-11 15:00:00,19577.0,19187.0,24424.0,25114.0
2019-01-11 16:00:00,20236.0,19595.0,24677.0,25568.0
2019-01-11 17:00:00,21171.0,21012.0,26353.0,26572.0
2019-01-11 18:00:00,21277.0,21203.0,26303.0,25984.0
2019-01-11 19:00:00,21047.0,21073.0,25346.0,24898.0
2019-01-11 20:00:00,20317.0,19990.0,23432.0,22806.0
2019-01-11 21:00:00,18845.0,18573.0,21584.0,20910.0
2019-01-11 22:00:00,17208.0,16745.0,19461.0,18757.0
2019-01-11 23:00:00,15198.0,14846.0,17443.0,17156.0
2019-01-12 00:00:00,13234.0,12961.0,16640.0,16232.0
2019-01-12 01:00:00,12100.0,11827.0,15680.0,15314.0
2019-01-12 02:00:00,11460.0,11245.0,15104.0,14749.0
2019-01-12 03:00:00,11064.0,10926.0,14767.0,14511.0
2019-01-12 04:00:00,11039.0,10879.0,14567.0,14435.0
2019-01-12 05:00:00,11376.0,11318.0,14745.0,14739.0
2019-01-12 06:00:00,12439.0,12585.0,16063.0,16350.0
2019-01-12 07:00:00,14253.0,14316.0,18375.0,18734.0
2019-01-12 08:00:00,15970.0,16156.0,19655.0,20043.0
2019-01-12 09:00:00,17733.0,17437.0,20851.0,20767.0
2019-01-12 10:00:00,18103.0,17346.0,20646.0,20851.0
2019-01-12 11:00:00,17459.0,16623.0,19815.0,19843.0
2019-01-12 12:00:00,16485.0,16376.0,18378.0,18616.0
2019-01-12 13:00:00,15770.0,16079.0,16998.0,17380.0
2019-01-12 14:00:00,15906.0,16078.0,16297.0,17201.0
2019-01-12 15:00:00,16074.0,15960.0,16451.0,17028.0
2019-01-12 16:00:00,16634.0,16596.0,16809.0,17551.0
2019-01-12 17:00:00,18140.0,18505.0,19227.0,19652.0
2019-01-12 18:00:00,18993.0,19201.0,20926.0,20631.0
2019-01-12 19:00:00,19146.0,19425.0,21018.0,20435.0
2019-01-12 20:00:00,18777.0,18549.0,19672.0,19162.0
2019-01-12 21:00:00,17408.0,17053.0,18307.0,17652.0
2019-01-12 22:00:00,16187.0,15689.0,17135.0,16206.0
2019-01-12 23:00:00,14611.0,14188.0,15505.0,14889.0
2019-01-13 00:00:00,12835.0,12674.0,14173.0,13887.0
2019-01-13 01:00:00,11562.0,11503.0,13330.0,13191.0
2019-01-13 02:00:00,10791.0,10781.0,12730.0,12689.0
2019-01-13 03:00:00,10330.0,10402.0,12419.0,12406.0
2019-01-13 04:00:00,10131.0,10213.0,12401.0,12270.0
2019-01-13 05:00:00,10298.0,10477.0,12638.0,12633.0
2019-01-13 06:00:00,10825.0,11117.0,13266.0,13356.0
2019-01-13 07:00:00,11545.0,11716.0,14237.0,14235.0
2019-01-13 08:00:00,12719.0,12830.0,14686.0,14886.0
2019-01-13 09:00:00,14134.0,14423.0,15761.0,15971.0
2019-01-13 10:00:00,14884.0,15026.0,16437.0,16577.0
2019-01-13 11:00:00,15126.0,15067.0,16632.0,16535.0
2019-01-13 12:00:00,15439.0,15222.0,16294.0,16098.0
2019-01-13 13:00:00,15108.0,14790.0,15106.0,15389.0
2019-01-13 14:00:00,14391.0,14300.0,14820.0,14801.0
2019-01-13 15:00:00,14612.0,14515.0,14821.0,15184.0
2019-01-13 16:00:00,14584.0,14856.0,15411.0,15862.0
2019-01-13 17:00:00,16224.0,16461.0,17358.0,17920.0
2019-01-13 18:00:00,17140.0,17076.0,18702.0,18785.0
2019-01-13 19:00:00,17592.0,17428.0,19183.0,19001.0
2019-01-13 20:00:00,17453.0,17191.0,18277.0,18314.0
2019-01-13 21:00:00,16588.0,16297.0,16918.0,17215.0
2019-01-13 22:00:00,15351.0,15021.0,15722.0,15652.0
2019-01-13 23:00:00,13664.0,13370.0,14316.0,14272.0
2019-01-14 00:00:00,12146.0,11799.0,13578.0,13022.0
2019-01-14 01:00:00,11124.0,10957.0,12986.0,12298.0
2019-01-14 02:00:00,10539.0,10636.0,12808.0,12075.0
2019-01-14 03:00:00,10396.0,10446.0,12693.0,12158.0
2019-01-14 04:00:00,10417.0,10651.0,12924.0,12522.0
2019-01-14 05:00:00,11217.0,11552.0,14240.0,14011.0
2019-01-14 06:00:00,13438.0,13970.0,18250.0,18127.0
2019-01-14 07:00:00,16602.0,16851.0,23219.0,22916.0
2019-01-14 08:00:00,18738.0,18879.0,26630.0,25641.0
2019-01-14 09:00:00,20001.0,19903.0,28061.0,26249.0
2019-01-14 10:00:00,20140.0,19988.0,27051.0,26226.0
2019-01-14 11:00:00,19899.0,20131.0,26810.0,25958.0
2019-01-14 12:00:00,19119.0,19488.0,24997.0,23791.0
2019-01-14 13:00:00,18896.0,18909.0,24675.0,24020.0
2019-01-14 14:00:00,18830.0,19294.0,25311.0,24726.0
2019-01-14 15:00:00,19130.0,19421.0,25546.0,24994.0
2019-01-14 16:00:00,19334.0,19659.0,26332.0,25513.0
2019-01-14 17:00:00,20660.0,20808.0,26593.0,26199.0
2019-01-14 18:00:00,21416.0,20822.0,26529.0,25700.0
2019-01-14 19:00:00,21296.0,20676.0,25617.0,24737.0
2019-01-14 20:00:00,20527.0,19734.0,23812.0,23146.0
2019-01-14 21:00:00,19129.0,18325.0,21810.0,21329.0
2019-01-14 22:00:00,17398.0,16592.0,19608.0,18615.0
2019-01-14 23:00:00,15331.0,14506.0,17672.0,17031.0
2019-01-15 00:00:00,13024.0,12516.0,16405.0,15793.0
2019-01-15 01:00:00,12136.0,11671.0,15373.0,15141.0
2019-01-15 02:00:00,11779.0,11333.0,14881.0,14828.0
2019-01-15 03:00:00,11534.0,11088.0,14863.0,14771.0
2019-01-15 04:00:00,11644.0,11267.0,14939.0,15006.0
2019-01-15 05:00:00,12331.0,11966.0,15904.0,16134.0
2019-01-15 06:00:00,14221.0,14103.0,19125.0,19922.0
2019-01-15 07:00:00,16805.0,17005.0,23385.0,24073.0
2019-01-15 08:00:00,18929.0,19043.0,26288.0,26971.0
2019-01-15 09:00:00,19981.0,19912.0,26806.0,27437.0
2019-01-15 10:00:00,20465.0,19481.0,26665.0,27034.0
2019-01-15 11:00:00,20482.0,19000.0,26654.0,26469.0
2019-01-15 12:00:00,19544.0,18346.0,25142.0,24361.0
2019-01-15 13:00:00,19022.0,17655.0,24572.0,24481.0
2019-01-15 14:00:00,18985.0,18015.0,25559.0,25079.0
2019-01-15 15:00:00,19333.0,18549.0,25674.0,25511.0
2019-01-15 16:00:00,19700.0,19146.0,26075.0,25939.0
2019-01-15 17:00:00,21176.0,20687.0,27227.0,26767.0
2019-01-15 18:00:00,21749.0,20963.0,26927.0,26452.0
2019-01-15 19:00:00,21629.0,20862.0,25920.0,25293.0
2019-01-15 20:00:00,20815.0,19879.0,24078.0,23877.0
2019-01-15 21:00:00,19502.0,18452.0,22395.0,21949.0
2019-01-15 22:00:00,17764.0,16573.0,20190.0,19488.0
2019-01-15 23:00:00,15601.0,14500.0,18209.0,17674.0
2019-01-16 00:00:00,12733.0,12674.0,16196.0,16300.0
2019-01-16 01:00:00,11848.0,11649.0,15422.0,15598.0
2019-01-16 02:00:00,11460.0,11149.0,15142.0,15238.0
2019-01-16 03:00:00,11164.0,10998.0,15081.0,14974.0
2019-01-16 04:00:00,11225.0,11186.0,15256.0,15267.0
2019-01-16 05:00:00,11796.0,11999.0,16281.0,16625.0
2019-01-16 06:00:00,13919.0,14265.0,19921.0,20166.0
2019-01-16 07:00:00,16814.0,17110.0,24343.0,24516.0
2019-01-16 08:00:00,19022.0,18983.0,27112.0,27117.0
2019-01-16 09:00:00,19941.0,19842.0,27658.0,27481.0
2019-01-16 10:00:00,19476.0,19387.0,26991.0,27158.0
2019-01-16 11:00:00,19383.0,18744.0,26126.0,26881.0
2019-01-16 12:00:00,18761.0,17854.0,24311.0,24552.0
2019-01-16 13:00:00,18179.0,17399.0,24012.0,24714.0
2019-01-16 14:00:00,18318.0,18054.0,24837.0,25515.0
2019-01-16 15:00:00,18701.0,18621.0,25346.0,25698.0
2019-01-16 16:00:00,19224.0,19277.0,25933.0,26214.0
2019-01-16 17:00:00,20407.0,20808.0,26911.0,26913.0
2019-01-16 18:00:00,20633.0,21137.0,26842.0,26496.0
2019-01-16 19:00:00,20412.0,20898.0,26017.0,25442.0
2019-01-16 20:00:00,19555.0,19776.0,24297.0,23884.0
2019-01-16 21:00:00,18205.0,18301.0,22544.0,21805.0
2019-01-16 22:00:00,16555.0,16447.0,19864.0,19238.0
2019-01-16 23:00:00,14478.0,14279.0,17813.0,17747.0
2019-01-17 00:00:00,12840.0,12544.0,16527.0,16234.0
2019-01-17 01:00:00,11788.0,11584.0,15758.0,15460.0
2019-01-17 02:00:00,11297.0,11105.0,15464.0,15163.0
2019-01-17 03:00:00,11028.0,10930.0,15190.0,15040.0
2019-01-17 04:00:00,11160.0,10943.0,15414.0,15366.0
2019-01-17 05:00:00,11917.0,11742.0,16644.0,16475.0
2019-01-17 06:00:00,14222.0,14084.0,20153.0,20102.0
2019-01-17 07:00:00,17012.0,16827.0,24653.0,24123.0
2019-01-17 08:00:00,18784.0,18343.0,27288.0,26832.0
2019-01-17 09:00:00,19772.0,18917.0,28171.0,27693.0
2019-01-17 10:00:00,19354.0,18430.0,27908.0,27718.0
2019-01-17 11:00:00,18515.0,18194.0,27561.0,27682.0
2019-01-17 12:00:00,17713.0,18038.0,25198.0,25566.0
2019-01-17 13:00:00,17252.0,17607.0,24840.0,25682.0
2019-01-17 14:00:00,17717.0,17988.0,25798.0,26173.0
2019-01-17 15:00:00,18361.0,18500.0,26172.0,26422.0
2019-01-17 16:00:00,18747.0,19268.0,26666.0,26794.0
2019-01-17 17:00:00,20129.0,20638.0,26995.0,27095.0
2019-01-17 18:00:00,20741.0,20726.0,26899.0,26470.0
2019-01-17 19:00:00,20751.0,20622.0,26175.0,25375.0
2019-01-17 20:00:00,20053.0,19537.0,24687.0,23686.0
2019-01-17 21:00:00,18755.0,18144.0,22740.0,21643.0
2019-01-17 22:00:00,16954.0,16315.0,20236.0,19316.0
2019-01-17 23:00:00,14733.0,14244.0,18286.0,17651.0
2019-01-18 00:00:00,12985.0,12459.0,16673.0,16301.0
2019-01-18 01:00:00,11876.0,11474.0,15899.0,15559.0
2019-01-18 02:00:00,11311.0,11018.0,15421.0,15067.0
2019-01-18 03:00:00,11083.0,10844.0,15244.0,14864.0
2019-01-18 04:00:00,11049.0,11003.0,15461.0,15101.0
2019-01-18 05:00:00,11686.0,11778.0,16409.0,16376.0
2019-01-18 06:00:00,13772.0,13950.0,19642.0,19829.0
2019-01-18 07:00:00,16708.0,16634.0,23741.0,23963.0
2019-01-18 08:00:00,18437.0,18484.0,26812.0,26639.0
2019-01-18 09:00:00,19473.0,19636.0,27960.0,27261.0
2019-01-18 10:00:00,19124.0,19404.0,28036.0,26993.0
2019-01-18 11:00:00,18980.0,18832.0,28151.0,26801.0
